task_id,coord_1,coord_2,task_type,duration,profit
124,28.5905,-42.0185,2,29.0,9.0
125,-31.4565,163.27,10,25.0,5.0
126,19.8904,82.1368,7,29.0,9.0
127,-43.3399,67.6763,2,25.0,9.0
128,-43.0163,-53.6967,10,19.0,5.0
129,34.0901,132.219,6,27.0,6.0
130,-12.7949,-163.1339,1,26.0,6.0
131,-24.4184,44.7522,2,24.0,7.0
132,13.7508,57.0137,6,25.0,8.0
133,-26.3867,-18.0465,7,29.0,5.0
134,-24.6398,70.3048,2,19.0,6.0
135,-8.5989,-152.66,1,26.0,6.0
136,-17.3876,-131.2347,2,20.0,5.0
137,14.9243,157.3075,3,25.0,8.0
138,-3.517,-152.2678,10,18.0,6.0
139,-6.8037,47.9386,4,24.0,7.0
140,-13.5962,142.3352,4,25.0,5.0
141,19.5043,79.1972,8,22.0,6.0
142,-32.4685,121.3666,8,18.0,6.0
143,-0.6078,-86.3202,3,23.0,7.0
144,-19.705,92.3763,1,19.0,6.0
145,-32.8054,-7.0651,7,15.0,9.0
146,30.2859,-26.5576,7,19.0,5.0
147,-6.2974,-20.7154,8,18.0,6.0
148,44.6051,-33.6549,6,21.0,9.0
149,13.7473,121.4706,8,27.0,5.0
150,-34.3872,-155.9175,9,18.0,7.0
151,12.2041,32.9295,1,22.0,7.0
152,-31.4154,60.5876,6,24.0,8.0
153,28.3512,17.2862,10,17.0,8.0
154,-47.5083,-160.525,9,17.0,9.0
155,43.2045,-69.8396,2,21.0,7.0
156,-15.5718,50.057,1,15.0,5.0
157,23.195,-115.9605,5,27.0,5.0
158,37.0067,164.0019,2,24.0,9.0
159,-26.2346,104.4153,4,27.0,9.0
160,-44.3425,52.2164,10,18.0,6.0
161,-40.1215,141.4098,9,21.0,6.0
162,-20.232,-113.3552,2,15.0,7.0
163,6.8456,49.7579,3,23.0,6.0
164,9.4951,76.7365,3,17.0,7.0
165,-42.7977,-35.1692,10,20.0,7.0
166,-40.54,-2.624,9,22.0,7.0
167,22.0534,-33.7022,10,27.0,6.0
168,34.5576,93.1229,4,22.0,9.0
169,17.3835,161.821,9,16.0,8.0
170,12.1144,-95.3806,9,24.0,8.0
171,-13.9372,-3.6284,4,26.0,6.0
172,23.2339,15.1804,8,29.0,7.0
173,33.5406,68.9813,10,22.0,8.0
174,-36.231,114.0413,6,19.0,9.0
175,35.0756,-104.568,5,18.0,8.0
176,-37.445,-73.132,3,26.0,8.0
177,40.5443,139.3063,3,27.0,5.0
178,-29.8782,47.732,6,23.0,7.0
179,-22.9121,107.9906,6,15.0,9.0
180,50.0723,-12.0671,1,22.0,5.0
181,31.5356,158.7101,7,25.0,6.0
182,-36.1477,-82.9293,6,17.0,9.0
183,-8.2328,107.7689,6,19.0,6.0
184,45.5226,124.2151,2,19.0,5.0
185,2.7146,-93.546,3,26.0,6.0
186,-49.7216,-120.0114,2,19.0,7.0
187,19.1081,112.1101,4,24.0,5.0
188,46.813,-115.0272,5,24.0,8.0
189,47.5398,-8.2785,4,24.0,9.0
190,-1.6441,-0.8105,2,27.0,9.0
191,-39.5021,-130.2242,1,21.0,9.0
192,6.0797,-106.9112,2,20.0,5.0
193,52.189,179.7653,6,23.0,8.0
194,11.757,-123.5518,9,19.0,8.0
195,26.3917,-106.0127,2,25.0,8.0
196,-47.8479,39.0506,4,26.0,5.0
197,3.517,-61.8347,7,21.0,7.0
198,4.4519,-40.2535,3,27.0,9.0
199,25.2924,102.3046,10,23.0,5.0
200,47.6089,149.5399,5,15.0,5.0
201,-18.2649,-105.7823,6,16.0,8.0
202,44.7127,-26.0869,4,26.0,7.0
203,47.5815,-13.0144,1,18.0,6.0
204,17.3958,27.6044,10,15.0,7.0
205,-29.3906,-62.9821,4,21.0,9.0
206,49.2687,42.1247,5,23.0,6.0
207,-38.8791,33.9429,4,24.0,7.0
208,-18.3359,-95.1764,4,26.0,5.0
209,-40.867,46.201,3,20.0,9.0
210,-23.8756,11.2703,10,18.0,5.0
211,-13.519,127.0656,8,23.0,8.0
212,-52.7202,109.7929,4,18.0,6.0
213,-20.6907,118.042,4,22.0,5.0
214,-15.4128,124.5255,10,24.0,5.0
215,-7.58,122.7245,7,28.0,5.0
216,10.0058,166.7336,3,23.0,9.0
217,-7.0498,-33.1299,2,21.0,7.0
218,-23.2928,179.0843,1,27.0,6.0
219,2.3361,175.4728,4,22.0,8.0
220,-22.6238,-134.8573,10,19.0,9.0
221,-7.5414,131.7679,6,17.0,7.0
222,3.3454,159.8094,4,21.0,7.0
223,-48.814,-99.8696,8,20.0,5.0
224,42.0643,-48.1953,10,29.0,5.0
225,-15.1432,-175.0466,7,21.0,8.0
226,-6.247,-46.8391,2,17.0,5.0
227,-3.2862,64.5415,10,25.0,6.0
228,7.1519,-95.5655,8,29.0,6.0
229,-17.3479,14.2829,5,19.0,7.0
230,-21.2578,47.2197,4,20.0,9.0
231,44.567,-130.6787,1,18.0,6.0
232,-8.9999,-16.1218,3,22.0,6.0
233,-35.8631,110.6099,9,19.0,8.0
234,-14.8178,7.4033,3,15.0,6.0
235,17.203,-37.4299,4,26.0,7.0
236,33.6513,88.7202,4,28.0,6.0
237,32.8494,-174.1379,9,19.0,5.0
238,-17.8086,-16.5259,1,22.0,5.0
239,-41.1011,91.9793,4,24.0,6.0
240,3.0837,-90.9232,4,24.0,6.0
241,29.5623,24.8259,10,29.0,7.0
242,2.588,-54.2572,5,24.0,9.0
243,17.8769,21.664,5,16.0,7.0
244,-37.5891,-1.6369,1,18.0,8.0
245,43.0481,-165.3231,10,15.0,5.0
246,43.1202,105.6413,3,21.0,6.0
247,7.4231,-140.5583,8,24.0,7.0
248,-27.4604,-157.8361,1,28.0,8.0
249,51.1671,107.926,5,23.0,8.0
250,5.5201,60.8825,7,15.0,6.0
251,-49.4344,-164.1364,2,15.0,6.0
252,25.2408,21.6231,1,27.0,5.0
253,24.4825,140.1972,6,21.0,5.0
254,6.2635,148.0275,9,24.0,7.0
255,-44.1151,46.2543,9,22.0,5.0
256,-41.7301,-13.9005,10,20.0,7.0
257,-27.8063,84.125,8,17.0,5.0
258,2.7522,-147.9071,8,20.0,7.0
259,19.1728,-107.1635,4,25.0,5.0
260,-43.1132,-39.5077,8,22.0,8.0
261,14.9342,-167.8027,1,23.0,7.0
262,-10.0537,5.4665,1,28.0,6.0
263,-23.6663,-114.7697,10,20.0,7.0
264,52.7124,70.0386,3,20.0,6.0
265,-3.1861,25.3886,4,18.0,5.0
266,40.4386,157.8806,2,20.0,6.0
267,22.9027,176.292,9,24.0,6.0
268,-31.3977,-118.4719,1,26.0,9.0
269,-51.8574,-109.5613,4,29.0,7.0
270,-0.0339,109.3639,1,18.0,9.0
271,-10.7356,-163.8926,8,16.0,7.0
272,-45.5413,113.1783,7,20.0,6.0
273,-3.5408,-124.8457,3,22.0,7.0
274,-22.5745,28.4774,3,15.0,6.0
275,34.5958,159.3595,1,20.0,9.0
276,-23.9264,29.9424,4,25.0,5.0
277,-44.763,75.5862,7,21.0,8.0
278,18.16,131.9851,5,17.0,8.0
279,-11.7224,107.0813,1,21.0,8.0
280,37.9027,61.3922,9,22.0,6.0
281,44.5811,104.5025,8,27.0,9.0
282,-4.6582,59.8803,10,16.0,5.0
283,-1.3577,-150.6452,4,18.0,8.0
284,27.2033,67.7598,2,28.0,5.0
285,-8.4368,-26.4591,6,18.0,6.0
286,-49.9337,-2.6327,7,24.0,5.0
287,10.9971,-148.5378,5,21.0,7.0
288,-22.5332,132.4353,8,24.0,8.0
289,-52.4714,85.765,1,15.0,7.0
290,-20.3658,29.639,6,26.0,8.0
291,-35.0488,90.8896,2,22.0,8.0
292,-0.6282,20.188,4,21.0,5.0
293,49.117,-165.7412,10,15.0,8.0
294,-10.6216,44.0395,8,27.0,9.0
295,41.2085,-160.5184,9,18.0,5.0
296,19.3102,-33.522,6,26.0,9.0
297,-5.6607,73.1543,4,15.0,9.0
298,37.2351,43.2603,3,25.0,5.0
299,24.5225,-33.1767,3,22.0,8.0
300,49.3301,78.1925,1,20.0,8.0
301,19.667,101.3876,2,27.0,8.0
302,-40.785,2.3626,3,21.0,5.0
303,-43.7578,97.0969,7,23.0,8.0
304,-25.4229,-170.3351,5,15.0,6.0
305,29.6406,142.22,9,25.0,8.0
306,-2.0229,26.7063,2,22.0,9.0
307,49.2869,-157.9279,6,15.0,8.0
308,17.4862,127.2203,7,18.0,8.0
309,-16.4605,-117.1708,2,22.0,7.0
310,48.9329,112.5346,2,25.0,6.0
311,46.4844,62.2172,8,29.0,9.0
312,30.7911,-154.1396,4,17.0,8.0
313,4.3514,-170.3436,8,22.0,8.0
314,-50.2568,73.254,7,27.0,5.0
315,-9.8821,99.9931,8,19.0,6.0
316,11.1409,-49.3205,6,18.0,7.0
317,17.8419,136.6537,2,17.0,5.0
318,-22.0327,-143.9271,7,18.0,7.0
319,9.8718,77.9315,9,24.0,9.0
320,-19.3038,74.4736,7,28.0,8.0
321,-25.6364,167.2803,2,23.0,7.0
322,-35.9581,-49.2583,4,26.0,6.0
323,-7.6867,112.1723,8,23.0,7.0
324,17.1145,127.3913,1,19.0,9.0
325,45.1217,-6.8568,4,21.0,6.0
326,20.1714,-117.5783,3,20.0,7.0
327,42.2126,-16.2629,3,22.0,7.0
328,21.5872,-76.6629,9,24.0,9.0
329,45.4712,-54.2851,5,28.0,8.0
330,29.8433,-124.9572,5,16.0,9.0
331,-3.8135,-23.8434,10,28.0,6.0
332,29.3826,9.4376,2,20.0,6.0
333,51.6622,-170.2013,7,17.0,5.0
334,50.1018,-63.1722,9,16.0,7.0
335,-13.3125,-110.4254,4,21.0,7.0
336,8.1057,25.3445,5,26.0,8.0
337,3.9643,-159.6839,5,21.0,8.0
338,-3.7668,13.5835,8,16.0,6.0
339,-34.1916,145.3433,2,20.0,5.0
340,42.586,-116.989,5,27.0,9.0
341,-4.556,-162.3744,5,22.0,7.0
342,-24.2993,172.2793,6,20.0,9.0
343,-31.08,95.221,7,24.0,9.0
344,45.6803,26.0159,2,23.0,6.0
345,-6.8978,-98.4966,4,27.0,7.0
346,-3.1081,123.7407,3,19.0,5.0
347,-10.4476,92.8777,6,28.0,6.0
348,-1.2255,9.975,10,29.0,5.0
349,-1.4935,-129.712,5,17.0,8.0
350,-9.2289,-84.8468,10,21.0,9.0
351,-18.0742,38.0991,6,21.0,7.0
352,-28.5542,-102.0052,1,15.0,6.0
353,-7.7341,55.7493,2,20.0,6.0
354,-5.4273,124.2088,3,20.0,9.0
355,-10.2568,39.3364,7,23.0,9.0
356,-21.7048,-157.6942,9,17.0,7.0
357,-31.1254,-41.2217,8,20.0,7.0
358,31.3343,-74.1886,3,21.0,5.0
359,-24.1906,-12.513,8,25.0,9.0
360,35.0914,99.3761,1,26.0,7.0
361,7.1985,135.4048,5,22.0,6.0
362,23.3434,-164.0956,2,23.0,7.0
363,-35.1221,-164.0061,8,22.0,7.0
364,-48.5966,-67.0621,10,28.0,5.0
365,-36.5829,-36.8141,5,17.0,5.0
366,46.4276,153.5803,4,25.0,9.0
367,2.0344,-80.0262,1,25.0,5.0
368,-17.9946,128.1032,3,15.0,6.0
369,26.6514,71.688,6,27.0,7.0
370,-28.8999,163.3859,6,18.0,9.0
371,1.8375,141.514,1,24.0,5.0
372,-34.9618,65.3093,4,19.0,9.0
373,31.1225,-49.2035,3,26.0,7.0
374,41.4412,-64.0159,3,21.0,6.0
375,-33.3159,-73.9458,6,23.0,8.0
376,-4.691,13.8655,7,26.0,8.0
377,51.3195,81.2246,2,25.0,9.0
378,13.3664,53.8618,6,25.0,8.0
379,15.7754,8.1542,1,16.0,5.0
380,-11.8609,151.7835,8,19.0,5.0
381,42.9492,9.7736,7,29.0,6.0
382,-29.3896,-57.4664,9,29.0,6.0
383,13.9556,150.3638,9,25.0,8.0
384,-45.7936,51.4362,3,29.0,9.0
385,-27.4181,48.7452,7,24.0,5.0
386,17.2832,-104.8492,10,21.0,9.0
387,3.6172,-102.8613,3,23.0,9.0
388,-4.5583,99.1935,3,20.0,9.0
389,-22.7129,62.6035,4,19.0,9.0
390,24.5017,116.0878,5,19.0,9.0
391,25.994,162.3286,7,19.0,7.0
392,-24.4036,134.508,5,26.0,7.0
393,-51.5173,145.9451,2,15.0,5.0
394,-8.7575,-57.0254,4,26.0,7.0
395,-22.0006,-74.6295,8,29.0,8.0
396,7.1486,-64.4288,4,26.0,8.0
397,36.1018,142.1294,3,23.0,6.0
398,8.8204,140.1376,6,15.0,7.0
399,8.8366,-174.3267,10,28.0,9.0
400,-12.6856,50.5322,3,18.0,7.0
401,-11.7075,-150.1957,1,26.0,5.0
402,-5.0318,166.4061,4,24.0,6.0
403,47.5671,-130.4844,9,29.0,6.0
404,-40.3665,-50.4486,4,26.0,7.0
405,2.9798,-59.0566,8,18.0,7.0
406,-23.671,-46.2766,2,17.0,6.0
407,45.2697,-142.5264,10,17.0,8.0
408,27.3261,-145.2431,9,21.0,9.0
409,12.8231,-89.8196,1,26.0,8.0
410,-5.743,-173.7535,1,25.0,7.0
411,-50.8313,146.4553,2,24.0,9.0
412,-47.3187,134.0858,5,19.0,9.0
413,-44.4059,105.796,1,18.0,6.0
414,36.5332,179.0074,10,18.0,6.0
415,-50.6005,155.6743,6,26.0,7.0
416,-23.5733,24.9339,2,23.0,7.0
417,-25.5103,60.8322,8,25.0,6.0
418,-50.8532,-16.2545,10,19.0,6.0
419,40.8452,117.9201,8,22.0,9.0
420,34.672,179.6212,10,22.0,8.0
421,-5.4507,96.7532,2,19.0,9.0
422,-43.6688,-135.5384,2,17.0,8.0
423,-1.6603,-62.0069,3,26.0,5.0
424,-9.3176,-135.1114,9,15.0,6.0
425,-11.6807,77.1508,10,29.0,8.0
426,-32.3214,-23.3531,7,28.0,7.0
427,-23.4618,-147.4739,3,27.0,6.0
428,-0.9988,-48.7274,3,26.0,5.0
429,42.0553,-73.4089,9,23.0,5.0
430,6.1028,-161.9455,3,19.0,5.0
431,21.4548,163.72,6,16.0,9.0
432,24.8326,103.1536,9,25.0,6.0
433,16.2074,-101.7526,10,24.0,7.0
434,-11.2374,4.3329,10,22.0,9.0
435,-47.9701,-39.1206,4,29.0,7.0
436,-43.0658,-118.3369,1,28.0,6.0
437,-37.6375,-134.7027,2,27.0,9.0
438,-18.6682,168.6658,6,15.0,7.0
439,21.6282,68.9156,6,22.0,5.0
440,19.0158,47.402,2,16.0,5.0
441,-48.173,25.6709,9,21.0,8.0
442,-20.0263,165.8862,6,24.0,8.0
443,6.6763,131.3473,8,19.0,5.0
444,2.8699,-45.1295,9,26.0,9.0
445,-7.9001,3.2031,7,29.0,6.0
446,-15.2619,149.6836,7,28.0,6.0
447,-4.0231,-151.9842,4,26.0,7.0
448,7.8039,75.942,1,16.0,6.0
449,-14.5125,-50.0108,3,18.0,8.0
450,35.9537,-48.0067,10,20.0,6.0
451,-20.6961,135.9253,7,18.0,7.0
452,3.8839,31.6096,5,16.0,5.0
453,-11.0998,-160.2416,2,19.0,7.0
454,-1.5728,-152.4472,3,27.0,5.0
455,33.5092,-82.0034,3,20.0,7.0
456,-46.1747,-72.4693,3,17.0,6.0
457,51.8734,27.9431,8,24.0,8.0
458,8.9545,124.5458,1,18.0,9.0
459,51.4966,47.2346,6,29.0,5.0
460,-20.3302,-151.8231,9,26.0,7.0
461,27.841,0.5732,6,19.0,5.0
462,-49.5506,-1.0093,9,24.0,6.0
463,-27.7779,-39.5504,4,26.0,6.0
464,33.6725,-28.85,2,24.0,7.0
465,14.7554,114.5868,7,28.0,7.0
466,-33.3988,-75.2545,3,17.0,8.0
467,51.5288,14.825,10,24.0,9.0
468,-1.2954,-71.3066,1,24.0,9.0
469,-43.7483,-108.4238,1,29.0,7.0
470,10.142,140.5029,4,24.0,5.0
471,41.1645,-15.3439,1,20.0,9.0
472,47.1015,47.8919,9,26.0,8.0
473,25.6076,-68.4048,7,29.0,6.0
474,20.8569,83.1067,5,28.0,6.0
475,1.6683,112.3781,8,27.0,7.0
476,-6.3198,125.9784,6,19.0,6.0
477,-21.7691,54.3444,7,17.0,8.0
478,3.0467,-107.6935,1,26.0,9.0
479,37.6031,18.1608,1,27.0,5.0
480,29.3931,-88.2676,3,24.0,5.0
481,38.6717,171.7331,7,19.0,6.0
482,-44.9246,54.6587,6,28.0,6.0
483,-42.9921,-49.6336,5,22.0,5.0
484,-43.3938,-135.0902,4,19.0,6.0
485,-0.4333,160.9077,9,29.0,6.0
486,49.321,170.6539,9,24.0,5.0
487,-33.3299,-93.7892,8,16.0,8.0
488,-19.3349,-59.4254,8,28.0,5.0
489,39.9527,-81.0896,10,22.0,7.0
490,-0.7825,-171.7688,10,25.0,8.0
491,16.1696,161.9994,2,19.0,6.0
492,44.2933,-172.9761,2,15.0,7.0
493,-42.1727,179.9871,6,26.0,7.0
494,37.6236,-80.5832,3,28.0,6.0
495,27.1037,-94.2941,1,18.0,6.0
496,-29.5569,-13.3993,1,21.0,6.0
497,46.8974,-92.3667,4,27.0,9.0
498,-28.0297,159.571,2,26.0,7.0
499,-21.4031,-82.8154,9,21.0,7.0
500,39.9565,0.5415,9,29.0,6.0
501,-30.0552,-138.3744,2,21.0,8.0
502,-9.066,85.0281,5,29.0,6.0
503,-4.7613,31.0105,9,26.0,5.0
504,38.0242,-131.4896,7,26.0,6.0
505,43.6388,-3.1895,1,20.0,7.0
506,-1.5118,108.4637,8,25.0,7.0
507,23.2836,-7.2414,2,17.0,5.0
508,34.6409,116.3103,2,16.0,7.0
509,-0.0658,177.7719,8,22.0,8.0
510,22.466,-8.0877,5,20.0,9.0
511,25.6729,75.7293,1,24.0,6.0
512,23.8839,79.5932,3,29.0,9.0
513,11.9975,-169.0251,10,22.0,5.0
514,50.3709,-24.8677,2,24.0,9.0
515,-49.2228,-177.5675,9,18.0,8.0
516,44.2948,-179.9964,6,26.0,5.0
517,-52.1304,-14.9941,1,27.0,7.0
518,-52.0144,126.8705,4,28.0,9.0
519,-41.7948,120.1088,5,17.0,8.0
520,-3.2973,9.2984,2,19.0,7.0
521,-23.2118,120.2734,5,20.0,5.0
522,24.9567,-4.9462,10,15.0,8.0
523,23.8828,163.0014,3,29.0,9.0
524,-36.5876,-110.7302,10,29.0,8.0
525,-39.9854,15.633,2,25.0,7.0
526,-31.5881,131.2671,8,23.0,7.0
527,-11.443,62.1535,1,19.0,7.0
528,-34.5442,-154.9194,8,26.0,7.0
529,2.4419,125.6351,7,16.0,8.0
530,-36.7897,126.2824,7,17.0,8.0
531,-23.6934,11.7739,10,23.0,6.0
532,25.1852,-134.0092,4,27.0,6.0
533,39.3058,143.9607,8,22.0,8.0
534,-47.4179,51.7939,10,21.0,5.0
535,-43.9724,-33.0084,8,22.0,5.0
536,-23.978,-31.4668,7,15.0,9.0
537,-15.7713,60.8281,6,28.0,7.0
538,38.0902,-136.3915,8,15.0,6.0
539,-48.0859,-100.4489,1,21.0,8.0
540,13.0535,-53.5028,8,21.0,8.0
541,0.9599,-26.8444,7,15.0,9.0
542,39.0258,-164.3495,9,21.0,8.0
543,-18.5496,-156.7772,1,29.0,8.0
544,-31.6047,-169.1509,5,29.0,9.0
545,45.7418,49.2615,1,17.0,5.0
546,38.6042,169.2743,8,26.0,6.0
547,44.7756,178.6552,1,19.0,6.0
548,45.1329,58.0967,1,28.0,8.0
549,33.482,69.4756,9,20.0,5.0
550,51.0762,-99.608,7,24.0,6.0
551,9.859,-37.358,6,22.0,8.0
552,39.4551,-96.7466,8,27.0,6.0
553,42.1839,-75.9004,1,16.0,8.0
554,-18.1536,87.2646,2,26.0,8.0
555,4.2891,-133.2018,5,19.0,5.0
556,-27.7149,-73.0115,3,15.0,7.0
557,14.9332,-63.6944,8,21.0,8.0
558,2.7755,10.3529,5,24.0,7.0
559,20.6194,115.5888,2,24.0,8.0
560,2.8304,38.3532,10,25.0,5.0
561,-27.6183,-21.4642,4,28.0,9.0
562,-3.9204,-142.0857,1,21.0,7.0
563,7.9529,-102.3338,5,20.0,7.0
564,7.9383,126.73,4,19.0,6.0
565,31.798,-137.2259,7,19.0,7.0
566,23.2546,-0.4234,8,24.0,5.0
567,13.9922,40.8918,8,29.0,5.0
568,-31.7468,-28.4667,5,24.0,8.0
569,-8.3882,-139.479,10,17.0,5.0
570,-2.249,-17.1786,6,16.0,6.0
571,18.5155,-78.4968,5,21.0,7.0
572,-40.2129,-119.7354,6,19.0,5.0
573,49.2042,-12.7325,4,20.0,8.0
574,48.9125,-90.4477,9,18.0,5.0
575,-36.6798,-93.5681,2,24.0,6.0
576,19.8668,168.1219,2,18.0,9.0
577,-24.6872,-29.5808,4,20.0,8.0
578,-15.8949,-119.6281,1,22.0,7.0
579,-49.4914,-147.5966,4,23.0,7.0
580,48.3608,89.3197,10,20.0,6.0
581,-28.6172,-112.3421,7,15.0,5.0
582,-6.9339,64.754,3,17.0,6.0
583,-36.7155,157.7344,9,20.0,8.0
584,4.9141,-143.6286,1,26.0,8.0
585,31.1364,81.4965,5,25.0,8.0
586,-46.2208,56.1238,2,17.0,6.0
587,46.5671,31.2914,3,15.0,6.0
588,-44.6087,-33.2371,1,18.0,6.0
589,18.0387,-178.4858,6,18.0,8.0
590,-42.9354,83.3722,3,28.0,6.0
591,37.6515,-176.1301,5,24.0,8.0
592,0.3866,-14.0451,9,19.0,9.0
593,29.5408,-7.0881,3,28.0,5.0
594,7.0709,150.6219,10,15.0,8.0
595,-38.2994,123.0766,10,20.0,5.0
596,30.6905,-12.405,9,16.0,7.0
597,-17.7693,101.0862,1,27.0,9.0
598,45.4277,163.1486,4,19.0,7.0
599,12.5268,-140.5277,6,19.0,5.0
